question,answer,category,tags,priority
"Datadog and Mulesoft Integration for APM: Comprehensive Guide - A potential customer from Kyndryl Japan is considering using the Datadog and Mulesoft integration for APM with their client. They have specific questions about visualization capabilities, restrictions, configuration, billing, and support options.","Problem: A potential customer from Kyndryl Japan is considering using the Datadog and Mulesoft integration for APM with their client. They have specific questions about visualization capabilities, restrictions, configuration, billing, and support options.

Resolution: 1. Visualization Capabilities:
   - Yes, the Datadog-Mulesoft integration for APM can visualize parts of each system on the private cloud that call Mulesoft via API.
   - Visualization level: The integration provides detailed insights into API calls, including:
     a) End-to-end request traces
     b) API gateway metrics
     c) Application-level metrics
     d) Service dependencies
     e) Error rates and latency
   - Content visualization includes:
     a) API call paths and flows
     b) Response times
     c) Error rates and types
     d) Throughput
     e) Resource utilization

2. Restrictions on Using the Integration:
   - Mulesoft version compatibility: Ensure your Mulesoft version is supported by the integration.
   - Data retention: Standard Datadog data retention policies apply.
   - API rate limits: Be aware of any API rate limits on both Datadog and Mulesoft sides.
   - Network connectivity: Ensure proper network access between Mulesoft environments and Datadog.

3. Configuration Steps:
   On the Datadog side:
   a) Enable the Mulesoft integration in your Datadog account.
   b) Configure the API key and application key in Datadog.

   On the Mulesoft side:
   a) Install the Anypoint Monitoring agent in your Mulesoft environment.
   b) Configure the Anypoint Monitoring agent with your Datadog API key.
   c) Enable APM for your Mulesoft applications.
   d) Set up log forwarding from Mulesoft to Datadog (if desired).

4. Quotation, Contract, and Billing Procedures:
   a) Contact Datadog sales representative for a custom quote based on your specific needs.
   b) Review and sign the Datadog service agreement.
   c) Billing typically occurs monthly, based on:
      - Number of hosts monitored
      - Number of custom metrics
      - Log data volume
      - APM host count
   d) Mulesoft licensing is separate and should be handled through your Mulesoft account representative.

For detailed implementation guidance and pricing information, please contact your Datadog account representative or sales team.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
Datadog-Mule Integration Demonstration Request Process - Sales engineers at Datadog need support in demonstrating Mule integration capabilities to prospective customers during the demonstration phase of the sales process.,"Problem: Sales engineers at Datadog need support in demonstrating Mule integration capabilities to prospective customers during the demonstration phase of the sales process.

Resolution: Demo Resources Available:
- Video demonstration: https://www.youtube.com/watch?v=GLL6m2K1huw
- Live demo scheduling through support_ddp@novacloud.io
- Webinar covering DMI + APM: https://www.ioconnectservices.com/insight/monitoring-mule-applications-with-datadog

Demo Preparation Content:
DMI Demonstration:
- Infrastructure monitoring capabilities across deployment models
- Out-of-the-box dashboards and metrics (120+ metrics)
- CloudHub 1.0 comprehensive monitoring vs CloudHub 2.0 limited support
- Multi-environment setup and configuration

APM Demonstration:
- End-to-end request traces across systems
- Application-level metrics and service dependencies
- Distributed tracing capabilities (version 3.0.0)
- API call flows and performance monitoring
- Service dependency visualization",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
"Datadog and Mulesoft Integration for APM: Key Information and Setup - A customer is inquiring about using the Datadog and Mulesoft integration for APM, seeking information on visualization capabilities, restrictions, configuration steps, pricing, and support options.","Problem: A customer is inquiring about using the Datadog and Mulesoft integration for APM, seeking information on visualization capabilities, restrictions, configuration steps, pricing, and support options.

Resolution: The following information addresses the customer's queries:

1. Visualization: 
   - APM for Mule apps is enabled through a two-step process: enabling the integration and instrumenting Mule apps with the connector.
   - This allows visualization of spans across Mule apps, with full control over which flows and elements are captured into spans and child spans.
   - Supports distributed tracing if APM is enabled in other services.

2. Restrictions:
   - Integration: Supported OS are Linux and Windows.
   - Connector: No restrictions, agnostic of Mule deployment model (CloudHub 1.0, CloudHub 2.0, RTF, Stand alone/On premise).
   - Ports need to be enabled for communication between Mule servers, Datadog host with integration, and Datadog Platform.

3. Configuration steps:
   - Refer to the installation guide at https://docs.ioconnectservices.com/dmi4apm/apm-datadog-integration > 'Installation Guide for DMI4APM from the Datadog Marketplace'

4. Pricing and billing:
   - Based on the number of Datadog hosts running with the Datadog Agent and DMI4APM Integration.
   - Specific procedures for quotes and contracts to be provided by account executive.

5. Support:
   - Available in English and Spanish only.
   - Support hours: 8 AM to 6 PM Central Time.

Additional resources:
- Documentation link: https://docs.ioconnectservices.com/dmi4apm/apm-datadog-integration
- System architecture information available in the documentation",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
Datadog Agent and MuleSoft Integration Compatibility with Linux Distributions - A customer is inquiring about whether the Datadog agent and MuleSoft integration can run on Ubuntu or other Linux distributions when setting up their environment.,"Problem: A customer is inquiring about whether the Datadog agent and MuleSoft integration can run on Ubuntu or other Linux distributions when setting up their environment.

Resolution: The Datadog agent and MuleSoft integration can run on both Windows and Linux environments. For Linux distributions, both Ubuntu and Amazon Linux are viable options. The Datadog agent supports various Linux distributions, including but not limited to Ubuntu and Amazon Linux. When setting up the environment, customers should refer to the official Datadog documentation for the specific Linux distributions supported by the Datadog agent to ensure compatibility. For MuleSoft integration, the requirements typically include a Linux or Windows server with Java installed (Java 8 for DMI and Java 21 for DMI4APM). It's important to also consider the necessary open ports as specified in the integration documentation.",datadog-mulesoft,"integration,mulesoft,datadog,deployment,network",low
MuleSoft Integration with Datadog - Linux Distribution Compatibility - The customer wanted to know if Ubuntu could be used as the Linux distribution for running the Datadog agent in their MuleSoft integration setup.,"Problem: The customer wanted to know if Ubuntu could be used as the Linux distribution for running the Datadog agent in their MuleSoft integration setup.

Resolution: The Datadog agent is confirmed to be compatible with Ubuntu Linux. The response clarifies that the agent can run on either Windows or Linux, and specifically mentions Ubuntu and Amazon Linux as viable options for Linux distributions. A link to Datadog's supported Linux distributions for the agent was also provided for further reference.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Mulesoft Datadog Connector: Features, Prerequisites, and Common Questions - Customers are seeking information about the Mulesoft Datadog connector, its capabilities, and how to implement it in their environments. They often have questions about compatibility, pricing, and specific features such as APM tracing and cloud support.","Problem: Customers are seeking information about the Mulesoft Datadog connector, its capabilities, and how to implement it in their environments. They often have questions about compatibility, pricing, and specific features such as APM tracing and cloud support.

Resolution: Provide detailed information about the Mulesoft Datadog connector:

1. Recent Updates:
   - Revised pricing model: $50 per agent for Mule APM, $35 per core for Mule Integration infrastructure metrics
   - Separated products to allow customers to choose based on their needs
   - Added trace ID propagation for better visibility across Mule apps
   - Improved tracing creation capabilities for distributed traces
   - Injected visualization of APM services in the Service Map

2. Key Features:
   - APM (Application Performance Monitoring) integration
   - Infrastructure and performance metrics collection
   - Manual instrumentation of Mule applications for spans and loggers
   - Visualization of transaction flows within Mule flows

3. Implementation Details:
   - Manual instrumentation required due to the nature of Mule applications in various environments and clouds
   - Professional services available through the Datadog Marketplace for expedited implementation

4. Compatibility:
   - Works with Cloudhub 1.0 and 2.0
   - Limited support for custom loggers; primarily supports out-of-the-box logger

5. Prerequisites for Implementation:
   - Identify the main purpose for using the connector
   - Determine the timeline for implementation
   - Assess current APM and alerting platforms in use
   - Identify key stakeholders for the implementation process

6. Common Questions:
   - Pricing and licensing costs, especially related to data ingestion
   - Cloud support capabilities
   - Compatibility with existing logging frameworks
   - Integration with other APM platforms

7. Next Steps for Customers:
   - Schedule a demo to see the latest capabilities
   - Prepare a list of specific requirements and use cases
   - Identify team members who should be involved in the implementation process
   - Consider professional services options for faster implementation

By providing this comprehensive information, support teams can better assist customers in understanding and implementing the Mulesoft Datadog connector.",datadog-mulesoft,"integration,mulesoft,datadog,deployment,performance",medium
"Troubleshooting Datadog Agent Connection and Data Visibility Issues - After updating the customer_key, the Datadog agent is not functioning correctly. Specific issues include:","Problem: After updating the customer_key, the Datadog agent is not functioning correctly. Specific issues include:

Resolution: Customer_Key Update Process:
1. Update customer_key in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml with Nova-provided value
2. Ensure customer_key is correctly formatted without extra characters or spaces
3. Verify customer_key matches Master Organization ID assignment

Configuration Verification:
1. Restart Datadog agent after customer_key update: sudo systemctl restart datadog-agent
2. Check integration status: sudo datadog-agent status | grep iocs_dmi
3. Verify integration appears as running without errors

Log Analysis:
Check these log files for detailed diagnostics:
- Linux: /var/log/datadog/agent.log and /var/log/datadog/reader.log
- Windows: C:\ProgramData\Datadog\logs\agent.log and C:\ProgramData\Datadog\logs\reader.log

Troubleshooting Steps:
1. Verify customer_key format and value accuracy
2. Confirm Master Organization ID matches Nova records
3. Check Connected App permissions for API access
4. Monitor reader.log for license validation success
5. Verify metric collection resumes within 5-10 minutes

Configuration Requirements:
Ensure conf.yaml contains all required parameters:
- Customer_key (provided by Nova)
- Master Organization ID
- env_id for target environment
- Authentication credentials (client_id/client_secret or username/password)

Common Issues After Customer_Key Update:
- Incorrect customer_key format or value
- Missing restart of Datadog agent
- Configuration file syntax errors
- Network connectivity issues",datadog-mulesoft,"configuration,integration,datadog,troubleshooting,authentication",high
"Updating Customer Key and Restarting Datadog Agent - After installation, the Datadog dashboard shows services as unavailable, and request/response information is not visible. The trace-agent-log shows 'No data received' messages. The 'datadog-agent status' command indicates that the API Key is not authorized.","Problem: After installation, the Datadog dashboard shows services as unavailable, and request/response information is not visible. The trace-agent-log shows 'No data received' messages. The 'datadog-agent status' command indicates that the API Key is not authorized.

Resolution: 1. Update the customer_key in the conf.yaml file with the new value provided by support.
2. Restart the Datadog agent after updating the customer_key.
3. If issues persist, share the agent.log and reader.log files with support for further troubleshooting.",datadog-mulesoft,"datadog,troubleshooting,authentication,network,version",medium
"Updating Customer Key and Restarting Datadog Agent for Mulesoft Integration - After changing the org_id, the Datadog agent loses connection and shows services as unavailable. The trace agent log shows 'No data received' messages, and the agent status indicates that the API Key is not authorized.","Problem: After changing the org_id, the Datadog agent loses connection and shows services as unavailable. The trace agent log shows 'No data received' messages, and the agent status indicates that the API Key is not authorized.

Resolution: 1. Update the customer_key in the conf.yaml file with the new value provided.
2. Restart the Datadog agent after updating the customer_key.
3. Check the agent.log and reader.log files after restarting to verify the connection.
4. If issues persist, review the trace-agent-log for any error messages.
5. Run 'sudo datadog-agent status' to check the overall agent status and ensure the API Key is authorized.",datadog-mulesoft,"integration,mulesoft,datadog,troubleshooting,authentication",high
"Customer Key Validation Issue in Datadog Agent Configuration - The Datadog agent is not validating the customer_key correctly. The reader.log file continues to show validation errors for the customer_key. Additionally, the customer is unable to visualize request/response information, and the trace-agent-log shows 'No data received' messages.","Problem: The Datadog agent is not validating the customer_key correctly. The reader.log file continues to show validation errors for the customer_key. Additionally, the customer is unable to visualize request/response information, and the trace-agent-log shows 'No data received' messages.

Resolution: Customer_Key Validation Troubleshooting:
1. Verify customer_key is correctly configured in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Ensure customer_key value matches exactly what Nova provided (no extra spaces or characters)
3. Confirm Master Organization ID matches customer_key assignment in Nova records

Configuration Verification Steps:
1. Restart Datadog agent: sudo systemctl restart datadog-agent
2. Check integration status: sudo datadog-agent status | grep iocs_dmi
3. Verify integration shows as running without critical errors

Log Analysis:
Review these files for specific error details:
- /var/log/datadog/reader.log: Check for ""Invalid license for customer with orgId"" errors
- /var/log/datadog/agent.log: Look for configuration loading errors
- Trace-agent-log: Review for data reception issues

Common Customer_Key Issues:
- Incorrect customer_key format or value
- Master Organization ID mismatch with customer_key
- Configuration file syntax errors
- Customer_key not properly activated by Nova

Request/Response Visualization:
For detailed request/response information and tracing capabilities, APM product provides application-level monitoring requiring:
- Code changes in Mule applications for instrumentation
- Separate APM configuration and setup
- API key configuration for trace data

Configuration Requirements:
Verify all parameters in conf.yaml:
- Customer_key (provided by Nova)
- Master Organization ID  
- env_id for target environment
- Authentication credentials (client_id/client_secret or username/password)",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
MuleSoft and Datadog Integration Pricing and Installation Guide - Customers need guidance on pricing and installation for Datadog's MuleSoft integration products.,"Problem: Customers need guidance on pricing and installation for Datadog's MuleSoft integration products.

Resolution: Pricing for Datadog's MuleSoft integration products depends on two factors:

1. For the first product: The customer's current MuleSoft vCore license (number of Sandbox and Production vCores).
2. For the second product: The number of Datadog agents with the Integration running. It's recommended to have at least 1 host per non-production environment and 2 for HA in production environments.

Installation and prerequisites:

1. Datadog Mule integration for metrics, dashboards, and alerts:
   - Prerequisites and installation instructions are available (link not provided in the email)
   - Full support is offered for agent and integration installation
   - Technical sessions are available to assist customers during setup

2. Datadog Mule APM integration:
   - Prerequisites and installation instructions are available (link not provided in the email)
   - Full support is offered for agent and integration installation
   - Technical sessions are available to assist customers during setup
   - For the APM connector for Mule apps, the following are provided:
     * The connector itself
     * Documentation
     * Sample apps
     * Guidance on usage

To proceed with pricing, the customer needs to confirm their current MuleSoft vCore license details, including the number of Sandbox and Production vCores they have as per their license agreement with MuleSoft.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Troubleshooting Datadog Plugin Integration with Mulesoft - The customer is facing two main issues: 1) A connection test failure when trying to connect to the Datadog server, and 2) A warning message in the Mulesoft application logs indicating that a span sender was not found, preventing the closing of a span.","Problem: The customer is facing two main issues: 1) A connection test failure when trying to connect to the Datadog server, and 2) A warning message in the Mulesoft application logs indicating that a span sender was not found, preventing the closing of a span.

Resolution: To resolve these issues, the following steps should be taken:
1. Review the 'System architecture' section of the documentation, which specifies the required ports and hosts that need to be allowed from both the Mule application servers (local or CloudHub) and the server with the Datadog agent.
2. Ensure that the necessary network access is granted between the Mule application and the Datadog servers.
3. Verify that the Create Span operation is correctly implemented in the Mulesoft flow and that the span names match between the creation and closing operations.
4. Check for any preceding errors in the logs that might be causing the span sender issue.
5. Review the complete logs and potentially schedule a troubleshooting session to identify any other underlying issues.
6. Confirm that the Datadog agent is properly installed and configured on the relevant servers.
7. Validate that the Datadog plugin is correctly set up within the Mulesoft application, including any required API keys or configuration parameters.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Configuring Datadog APM for Mule Applications: Port 443 Requirements - A customer was experiencing issues setting up Datadog APM for their Mule application. They had configured port 8127 for the integration server but were unsure about additional port requirements, particularly for sending logs directly to Datadog.","Problem: A customer was experiencing issues setting up Datadog APM for their Mule application. They had configured port 8127 for the integration server but were unsure about additional port requirements, particularly for sending logs directly to Datadog.

Resolution: To send logs directly to Datadog from a Mule application:

1. Ensure that port 443 is open from the Mule application server (whether on-premises or in CloudHub 2.0) to Datadog's servers.
2. This port 443 access is required for the HTTPS Intake URL configured in the application's log4j setup.
3. The specific configuration for log sending should be done in the log4j configuration of the Mule application.
4. In addition to port 443, maintain the previously configured port 8127 access to the integration server.
5. For complete setup, refer to the official documentation at https://docs.ioconnectservices.com/dmi4apm/apm-datadog-integration for APM-specific requirements.
6. Note that there are separate requirements for the dashboard and metrics product, which can be found at https://docs.ioconnectservices.com/dmi/systemarchitecture#pre-requisites

It's important to distinguish between the requirements for different Datadog products (APM vs. dashboards and metrics) and ensure all necessary ports and URLs are properly configured in the network settings.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Compatibility of Datadog Marketplace Plugin with MuleSoft CloudHub 2.0 - The customer is using MuleSoft CloudHub 2.0 resources provisioned and maintained by MuleSoft, rather than a private data center with Datadog agents/servers hosted on their own infrastructure. They want to know if the Datadog marketplace plugin is suitable for their cloud-based setup.","Problem: The customer is using MuleSoft CloudHub 2.0 resources provisioned and maintained by MuleSoft, rather than a private data center with Datadog agents/servers hosted on their own infrastructure. They want to know if the Datadog marketplace plugin is suitable for their cloud-based setup.

Resolution: DMI provides limited support for CloudHub 2.0 with reduced metrics availability compared to CloudHub 1.0.

Platform Support Overview:
- CloudHub 1.0: Full support with comprehensive metrics (120+ metrics)
- CloudHub 2.0: Limited metrics support (fewer metrics available)
- On-premise: Full support with mule_server configuration
- Runtime Fabric: Supported with hybrid configuration

CloudHub 2.0 Limitations:
Current CloudHub 2.0 implementation has reduced metric collection capabilities compared to CloudHub 1.0 due to platform differences and API availability.

Feature Development:
Nova continues development to enhance CloudHub 2.0 support. Check Datadog Marketplace for latest DMI releases and feature updates.

Current Capabilities:
DMI can monitor CloudHub 2.0 environments but with limited metrics scope compared to full CloudHub 1.0 monitoring capabilities.

Configuration Requirements:
CloudHub 2.0 setup follows standard DMI configuration:
1. Install DMI from Datadog Marketplace
2. Configure authentication credentials for CloudHub environment
3. Contact support_ddp@novacloud.io for customer_key with Master Organization ID
4. Set env_id for CloudHub 2.0 environment",datadog-mulesoft,"activation,configuration,mulesoft,datadog,authentication",high
Datadog Mule® Integration for APM Configuration Resources - Customers who have recently purchased the Datadog Mule® Integration for APM may need guidance on how to configure and use the product effectively.,"Problem: Customers who have recently purchased the Datadog Mule® Integration for APM may need guidance on how to configure and use the product effectively.

Resolution: APM Setup Requirements:
APM requires dual configuration approach:
1. Install Datadog agent with iocs-dmi4apm integration
2. Instrument Mule applications with APM Connector

Agent Configuration:
1. Install Datadog agent on server infrastructure
2. Install iocs-dmi4apm integration from Datadog Marketplace
3. Configure /etc/datadog-agent/conf.d/iocs_dmi4apm.d/conf.yaml with:
   - client_id and client_secret (Connected App credentials)
   - dd_api_key (Datadog API key)

Application Instrumentation:
- Install APM Connector in target Mule applications
- Implement required code changes for application instrumentation
- Configure connector for trace collection and forwarding

Connected App Requirements:
- Create Connected App in MuleSoft Anypoint Platform
- Configure ""View Organization"" permission only
- Use client_id and client_secret in agent configuration

APM Documentation Resources:
- Nova APM documentation: https://docs.ioconnectservices.com/dmi4apm/apm-datadog-integration
- Datadog APM documentation: https://docs.datadoghq.com/integrations/iocs_dmi4apm/
- Demo video: https://www.youtube.com/watch?v=GLL6m2K1huw

APM Capabilities:
- End-to-end request traces across systems
- Distributed tracing capabilities (version 3.0.0)
- Application-level metrics and service dependencies
- API call flows and performance monitoring

Configuration Verification:
1. Restart Datadog agent: sudo systemctl restart datadog-agent
2. Check integration status: sudo datadog-agent status | grep iocs_dmi4apm
3. Verify application instrumentation and trace collection",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Datadog Agent and Mule APM Installation for CloudHub 2.0 - A customer is using MuleSoft CloudHub 2.0 and wants to know if the Datadog agent and Mule APM product are suitable for their setup, as the documentation references private data centers and self-hosted infrastructure.","Problem: A customer is using MuleSoft CloudHub 2.0 and wants to know if the Datadog agent and Mule APM product are suitable for their setup, as the documentation references private data centers and self-hosted infrastructure.

Resolution: The Datadog agent and Mule APM product need to be installed and run on a separate server, not directly on the CloudHub servers. Customers using CloudHub 2.0 will need to provision separate infrastructure to host the Datadog agent and APM product, such as physical servers they own or cloud-based virtual machines (e.g., AWS EC2 or Azure VMs). The Mule applications running on CloudHub will use the APM connector to communicate with the server hosting the Datadog agent and APM product.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Overview of Datadog-Mule Integration Products - A customer is seeking information about Mule integration with Datadog, specifically about available features and licensing details.","Problem: A customer is seeking information about Mule integration with Datadog, specifically about available features and licensing details.

Resolution: The email provides an overview of two main Datadog-Mule products:

1. Datadog Mule Integration (DMI):
   - Provides metrics, dashboards, and monitors from the infrastructure
   - Available information depends on the deployment model (CloudHub 1.0, 2.0, RTF, or Stand alone)

2. Datadog APM connector:
   - Used to instrument Mule apps
   - Sends Mule app business logic information such as logs and traces to Datadog APM
   - Helps in pinpointing bottlenecks or troubleshooting issues
   - Requires instrumentation of Mule apps with a provided Mule connector

Additionally, it's mentioned that there's a third item in Datadog's Marketplace, which offers assistance in instrumenting Mule apps for the second product (APM connector).

For more detailed information and licensing details, the company offers to assign an Account Executive and/or Technical Support to assist the customer further.",datadog-mulesoft,"integration,mulesoft,datadog,troubleshooting,deployment",medium
"Datadog APM Connector for Mule: Infrastructure, Licensing, and Support Information - A customer is requesting comprehensive information about the Datadog APM connector for Mule, including infrastructure requirements, licensing costs, support options, release cycles, security updates, and known issues.","Problem: A customer is requesting comprehensive information about the Datadog APM connector for Mule, including infrastructure requirements, licensing costs, support options, release cycles, security updates, and known issues.

Resolution: Provide detailed answers to all the customer's questions about the Datadog APM connector for Mule:

1. Infrastructure requirements:
   - The Datadog APM connector is designed to work with Mule applications.
   - For AWS deployments, you'll need:
     a) Mule runtime environment (CloudHub 1.0, 2.0, RTF, or Stand-alone)
     b) AWS EC2 instances or containers running your Mule applications
     c) Proper network configuration to allow communication between your Mule apps and Datadog's services
     d) Datadog agent installed on your instances or containers
     e) Necessary IAM roles and permissions for the Datadog agent to collect metrics

2. License cost:
   - The Datadog APM connector licensing is typically based on the number of vCores used by your Mule applications.
   - Exact pricing would need to be provided by the sales team, as it may vary based on your specific requirements and usage.
   - Contact Tim Currie (tim.currie@ioconnectservices.com) for detailed pricing information.

3. Enterprise/commercial support:
   - Yes, enterprise/commercial support is available for the Datadog APM connector.
   - IO Connect Services, as a Datadog partner, provides support for the connector.
   - For specific support options and SLAs, please contact Tim Currie, who will assign an Account Executive to provide more details.

4. Release/patching cadence:
   - The exact release and patching cadence would need to be confirmed with the product team.
   - Typically, enterprise software follows a regular release cycle, often quarterly for major updates and monthly for minor updates and patches.
   - Critical security patches may be released out-of-cycle as needed.

5. Vulnerability updates:
   - Security is a top priority, and vulnerability updates are typically provided as quickly as possible once identified and resolved.
   - The exact timeframe can vary depending on the severity and complexity of the vulnerability.
   - For critical vulnerabilities, patches are often released within days or weeks of discovery.

6. Breach or exploited vulnerability notification:
   - The notification process and timeline should be outlined in the service agreement.
   - Typically, for severe breaches or exploited vulnerabilities, customers are notified as soon as the issue is confirmed and initial mitigation steps are identified.
   - This is usually within 24-72 hours of discovery, but may vary based on the specific circumstances.

7. Known issues/vulnerabilities:
   - Information about known issues and vulnerabilities is typically available through:
     a) The official documentation for the Datadog APM connector
     b) Release notes for each version of the connector
     c) A dedicated security advisory page (if available)
     d) Direct communication from the support team for critical issues

For the most up-to-date and accurate information on all these points, it's recommended to schedule a follow-up call with the assigned Account Executive and Technical Support team. They can provide the most current details specific to your deployment and use case.",datadog-mulesoft,"configuration,integration,mulesoft,datadog,troubleshooting",high
"Datadog APM Connector for Mule Applications - Overview and Customer Inquiries - Customers are seeking detailed information about the Datadog APM connector for Mule applications, including its features, licensing model, implementation requirements, and support details.","Problem: Customers are seeking detailed information about the Datadog APM connector for Mule applications, including its features, licensing model, implementation requirements, and support details.

Resolution: The Datadog APM connector for Mule applications is a tool that instruments Mule apps to send business logic information such as logs and traces to Datadog APM. This allows for pinpointing bottlenecks and troubleshooting issues. Key points to address customer inquiries:

1. There are two main Datadog-Mule products:
   a. Datadog Mule Integration (DMI): Provides metrics, dashboards, and monitors from the infrastructure. Available information depends on the deployment model (CloudHub 1.0, 2.0, RTF, or Stand-alone).
   b. Datadog APM connector: Instruments Mule apps to send business logic information to Datadog APM.

2. Implementation and infrastructure requirements should be clarified, including any necessary tools and software repositories for AWS environments.

3. Licensing costs should be explained, particularly the Vcore vs. cost model for the Datadog APM connector.

4. Availability of enterprise/commercial support should be confirmed.

5. Release and patching cadence information should be provided.

6. Details on the speed of vulnerability updates and notification process for breaches or exploited vulnerabilities should be shared.

7. Information on where to find known issues/vulnerabilities of the Datadog APM connector should be provided.

8. Documentation on how to install the connector should be made available to customers.

9. Demo recordings of the product should be provided when requested.

To address these inquiries, it's recommended to assign an Account Executive and/or Technical Support representative to assist customers with detailed information and guidance on implementing the Datadog APM connector for their Mule applications.",datadog-mulesoft,"integration,mulesoft,datadog,troubleshooting,deployment",low
"Datadog Mule Integration Capabilities and CloudHub 2.0 Support - Customers need information about Datadog's integration with Mule, specifically regarding metrics, APM, and support for CloudHub 2.0.","Problem: Customers need information about Datadog's integration with Mule, specifically regarding metrics, APM, and support for CloudHub 2.0.

Resolution: Datadog offers comprehensive integration with Mule, including:
1. Metrics, dashboards, and alerts for Mule applications.
2. APM integration for Mule applications.
3. Potential support for CloudHub 2.0 metrics (pending confirmation).
4. Installation support for both Mule metrics and APM integrations.
5. A 14-day trial period for both integrations.

Specific details:
- Prerequisites and installation instructions are available for both the Datadog Mule integration (metrics, dashboards, alerts) and the Datadog Mule APM integration.
- Full support is provided through the agent and integration installation process, including technical sessions to assist with setup.
- For the APM connector for Mule apps, Datadog provides the connector, documentation, sample apps, and guidance on usage.
- Regarding CloudHub 2.0, a consolidated list of supported metrics is being prepared and will be shared later.
- Audit Logs information is not currently available.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"Datadog Mule Integration Overview and Installation Support - Customers need information about Datadog Mule integration products, their installation process, and available support.","Problem: Customers need information about Datadog Mule integration products, their installation process, and available support.

Resolution: IO Connect Services offers two main Datadog-Mule products:

1. Datadog Mule Integration (DMI):
   - Provides metrics, dashboards, and monitors for Mule infrastructure
   - Supports various deployment models: CloudHub 1.0, 2.0, RTF, or Stand alone

2. Datadog APM connector:
   - Instruments Mule apps to send business logic information, logs, and traces to Datadog APM
   - Helps in pinpointing bottlenecks and troubleshooting issues
   - Requires instrumentation of Mule apps using a provided Mule connector

Installation and Support:
- Prerequisites and installation instructions are available for both integrations
- IO Connect Services offers full support through the agent and integration installation process
- Technical sessions are available to assist customers during setup
- For the APM connector, they provide the connector, documentation, sample apps, and guidance on usage

Additional Information:
- Both products have a 14-day trial period
- IO Connect Services offers assistance in instrumenting Mule apps for the APM connector
- Customers can request demo recordings and specific documentation for installation",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",low
"DMI4APM Connection Issues with Datadog and Mulesoft Integration - The customer is seeing the following warning messages in their Anypoint logs:
1. DMI4APM connection not working
2. The span with name Sender was not found. The log will not be correlated with a trace but logging anyway.
3. DMI integration connected: false

Additionally, when testing the connection, they receive an error message.","Problem: The customer is seeing the following warning messages in their Anypoint logs:
1. DMI4APM connection not working
2. The span with name Sender was not found. The log will not be correlated with a trace but logging anyway.
3. DMI integration connected: false

Additionally, when testing the connection, they receive an error message.

Resolution: To resolve the DMI4APM connection issues:
1. Ensure proper network configuration:
   - Allow outbound connections on port 8127 from the Mule application servers (local or CloudHub) to the DMI4APM integration server
   - Allow outbound connections on port 443 for sending logs directly to Datadog via HTTPS Intake URL configured in log4j
   - If using the dashboard and metrics product, follow the network requirements at https://docs.ioconnectservices.com/dmi/systemarchitecture#pre-requisites
   - For the APM product, follow the requirements at https://docs.ioconnectservices.com/dmi4apm/apm-datadog-integration
2. Verify span creation and naming:
   - Check that spans are being created correctly in the Mule application
   - Ensure span names match between creation and closing operations
3. Review complete application logs for any preceding errors that might be causing the span issues
4. Use the Test Connection feature in the Datadog integration to verify connectivity
5. If issues persist, schedule a troubleshooting session with the support team to review logs and configuration in detail",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
